,d,svr,en,rfr
2224,3004,-14537.928279775842,-7642.991004242958,-14562.84350480718
2225,3010,-14543.503728114392,-7797.348559882311,-14582.51808329127
2226,3011,-14560.566983798013,-7821.184078840044,-14611.943282739532
2227,3005,-14541.242389597322,-7667.7182030602835,-14564.594888146177
2228,3008,-14555.11871774463,-7746.096106673258,-14565.627527720711
2229,3009,-14563.316713747723,-7772.243571626402,-14578.992234685327
2230,3003,-14537.913093148563,-7617.168862084887,-14559.644342081396
2231,3014,-14615.316021277515,-7892.656274707981,-14651.3825902516
2232,3015,-14628.992069070424,-7914.95331523911,-14678.462959529546
2233,3012,-14574.667196398823,-7845.557275520021,-14620.566912481005
2234,3016,-14641.352463208428,-7938.518297200097,-14670.775837896817
2235,3020,-14696.957680705837,-8041.245547453255,-14714.505140631583
2236,3013,-14598.918461249641,-7869.987275236919,-14635.525822647012
2237,3007,-14544.561796542981,-7720.551192478584,-14550.02477846605
2238,3017,-14657.157359809571,-7962.314858428209,-14697.480450834559
2239,3018,-14672.18173557134,-7988.157602907155,-14712.035387274114
2240,3023,-14741.949855070216,-8123.4993296206485,-14756.0720670944
2241,3021,-14710.511880947139,-8068.819267537735,-14707.95984280631
2242,3026,-14802.544295762505,-8203.383412222924,-14806.395429464872
2243,3019,-14681.723749707813,-8014.484883799156,-14701.157062942984
2244,3024,-14756.168473241196,-8149.57186052999,-14774.393197765086
2245,3022,-14726.641397453468,-8097.336165456569,-14732.966119188644
2246,3027,-14833.77634843104,-8231.05761144049,-14832.010278983522
2247,3025,-14783.038209516368,-8176.322620943617,-14785.253471674652
2248,3028,-14862.505289209681,-8258.352217648804,-14842.669294824882
2249,3031,-14997.214818840454,-8335.765620524298,-14970.594627941793
2250,3029,-14911.11747162645,-8283.586333795443,-14899.888151707564
2251,3033,-15084.299401914479,-8391.928075022968,-15064.261874208394
2252,3035,-15141.46562255446,-8452.829845403518,-15163.760897730324
2253,3030,-14948.92875576314,-8309.17059870517,-14929.358682394168
2254,3036,-15150.732782084668,-8485.173055319288,-15212.796068945408
2255,3037,-15166.964876721522,-8517.78310092544,-15262.642259418235
2256,3034,-15112.281817092222,-8421.989970430932,-15115.684585897434
2257,3039,-15201.483126978363,-8581.867037947106,-15363.477825425318
2258,3040,-15219.101699537856,-8614.671882460834,-15389.379699361642
2259,3038,-15189.01510592276,-8549.701693110219,-15303.32402063736
2260,3032,-15038.677916503857,-8363.226632650281,-15037.863855884874
2261,3041,-15247.985472398983,-8647.701317951498,-15483.209465771117
2262,3043,-15296.645748270837,-8714.034546072196,-15577.147331795906
2263,3044,-15335.035146776301,-8747.183161782857,-15617.934534415603
2264,3042,-15275.34329440403,-8680.943907494202,-15513.652305841104
2265,3046,-15394.45757982424,-8814.09144278117,-15729.284855869791
2266,3045,-15362.187252716776,-8780.846135688269,-15668.930196229732
2267,3047,-15413.456678300006,-8847.23046015427,-15799.81373006316
2268,3049,-15414.13257573875,-8912.82140801119,-15894.31182490876
2269,3048,-15405.222413907488,-8880.804995490227,-15819.362522035926
2270,3050,-15430.671721911449,-8945.098232586384,-15917.610258675868
2271,3053,-15401.803106453062,-9042.47733870793,-16048.000143434494
2272,3052,-15430.970700396138,-9009.25247524711,-16014.08260363133
2273,3054,-15371.432433522155,-9075.745574857086,-16093.237619733187
2274,3051,-15429.999320744162,-8977.094098196185,-15969.607618945665
2275,3056,-15328.92010841445,-9144.577468537567,-16159.544852862535
2276,3055,-15364.95240613046,-9109.699624945526,-16121.83772523981
2277,3057,-15330.172284850043,-9178.643962008835,-16191.361623219731
2278,3058,-15301.314523148292,-9212.3338244794,-16245.474569520544
2279,3061,-15192.485887898085,-9311.395228383273,-16392.926750142957
2280,3059,-15273.018545410701,-9246.166061478416,-16281.54242609639
2281,3062,-15169.316637612581,-9343.349762992762,-16439.6206961601
2282,3063,-15147.422786417406,-9374.79431433048,-16496.029648373216
2283,3065,-15179.133923511796,-9436.997962853282,-16601.540588226853
2284,3066,-15143.967522075742,-9465.63874724479,-16672.355810225148
2285,3060,-15224.742331218527,-9279.133807687136,-16337.74091470876
2286,3067,-15117.941469937265,-9493.59048975011,-16732.06243931664
2287,3068,-15124.991886797654,-9522.921825959795,-16767.599656537765
2288,3072,-15101.088850661905,-9632.946465581397,-16974.148826496574
2289,3070,-15116.360470571706,-9578.604939905978,-16858.697940037677
2290,3064,-15130.360924707169,-9406.424760810714,-16546.39691140766
2291,3074,-15059.889832691548,-9683.96497287531,-17064.991579488735
2292,3069,-15133.911993355574,-9550.56632737993,-16830.688736852033
2293,3071,-15109.190407980172,-9606.607498477491,-16894.065025648102
2294,3077,-14938.623709160169,-9755.122257694009,-17206.458650007287
2295,3078,-14902.17212883736,-9778.662442945108,-17302.78848028074
2296,3073,-15106.22066537689,-9658.571097684788,-17013.91316552002
2297,3075,-15016.030452150793,-9708.596879557808,-17138.668690183884
2298,3080,-14821.686228269304,-9822.483526360858,-17412.6724736513
2299,3079,-14859.442273891671,-9800.867506806644,-17345.149136794877
2300,3082,-14722.452987471319,-9865.747667695543,-17488.644757612088
2301,3081,-14779.901929001137,-9844.60420477706,-17425.651127152472
2302,3076,-14979.970483787169,-9731.784989986681,-17201.61302524074
2303,3083,-14671.07630168027,-9884.661529865647,-17527.618578063877
2304,3084,-14609.159076371967,-9905.46418813806,-17564.15453765018
2305,3085,-14548.418514723533,-9927.09005937937,-17591.761485762
2306,3086,-14502.45684538606,-9950.620349457593,-17596.361606820232
2307,3087,-14452.839918323476,-9971.238093123888,-17680.550289866987
2308,3089,-14352.637172863277,-10011.037311600245,-17753.230517405587
2309,3090,-14294.554465908419,-10029.467677040066,-17767.379841538845
2310,3091,-14226.620263678098,-10049.454917149731,-17800.03062796726
2311,3088,-14396.470140996404,-9992.132753227595,-17704.692936406675
2312,3094,-14048.874225686355,-10102.244363382622,-17920.78794079359
2313,3096,-13949.75508891572,-10132.730853374895,-17977.100461343376
2314,3095,-13990.13491253087,-10119.33759589235,-17936.081822988606
2315,3093,-14112.474173394987,-10085.379727471842,-17882.459689465184
2316,3092,-14165.77063644884,-10067.367036226256,-17832.767597259757
2317,3102,-13526.341230693204,-10223.647993150786,-18089.133685973913
2318,3100,-13676.584085470233,-10187.031352660417,-18088.24904746696
2319,3101,-13596.447526790733,-10204.593503305692,-18092.26092538044
2320,3097,-13885.781033787272,-10143.77076581305,-17976.399521841275
2321,3105,-13218.963324213597,-10287.206201527333,-18105.107988375945
2322,3103,-13440.383421298218,-10245.008537759539,-18105.718124109186
2323,3099,-13740.69491381864,-10170.628246445389,-18064.130651699958
2324,3106,-13265.155143584703,-10313.494219849388,-18142.618519877775
2325,3104,-13358.984976144742,-10265.111820458933,-18093.960538239586
2326,3098,-13822.166882396641,-10155.843417772126,-18007.29421990709
2327,3108,-13261.857718185256,-10378.06486076701,-18687.050339051006
2328,3107,-13328.947504767542,-10345.52955676278,-18937.02851410063
2329,3111,-12977.201405535838,-10454.769238434408,-18630.414816672324
2330,3110,-13093.731103469416,-10431.642353182378,-18709.73777891715
2331,3109,-13208.910732267927,-10408.381564978434,-18668.521293438887
2332,3112,-12970.369198754443,-10481.678319256462,-18678.379166191407
2333,3113,-12902.77026283964,-10511.17267245441,-18750.109002773428
2334,3116,-12714.755458514648,-10590.445324386637,-18762.110970761736
2335,3115,-12763.387835279696,-10561.474956858925,-18717.904469166788
2336,3114,-12834.882150820446,-10537.674195884832,-18700.24259638963
2337,3117,-12644.325220632343,-10617.94876524822,-18723.457181691076
2338,3120,-13193.967848813823,-10716.279155157823,-19638.040381861465
2339,3119,-12911.255403270205,-10680.918078515408,-19477.356209351055
2340,3122,-13166.826926359372,-10784.356544943756,-19569.395972967643
2341,3121,-13156.481794778978,-10752.245444638185,-19623.14788769989
2342,3118,-12637.935847735534,-10647.828080320298,-18701.875373498267
2343,3123,-13226.431757910337,-10811.797733266256,-19665.35589119925
2344,3124,-13178.49468614001,-10840.791009956036,-19709.09308124308
2345,3128,-13127.031750409707,-10954.217676794238,-19738.910859385564
2346,3127,-13139.102444638951,-10925.696951387083,-19758.34047523921
2347,3126,-13153.26487635128,-10896.568618080782,-19650.41522088839
2348,3129,-13125.884848217382,-10980.918526821526,-19770.714014112742
2349,3130,-13114.863778175213,-11007.43393540553,-19827.51800092295
2350,3132,-13079.349997126781,-11058.81992050508,-19812.461918464935
2351,3131,-13101.417768299121,-11034.514998624929,-19825.55651264105
2352,3134,-13063.181031174197,-11112.184292669897,-19824.645621416494
2353,3133,-13090.496168284784,-11085.386154285992,-19794.32376393006
2354,3135,-13035.207945214403,-11136.088813506563,-19968.76851142187
2355,3136,-12997.512804798753,-11163.641308481494,-19888.77892130665
2356,3138,-12983.01489218945,-11222.154505881732,-20018.55189000526
2357,3137,-12981.977486693411,-11192.133527028462,-19960.61488872765
2358,3140,-12983.721062610502,-11283.538796124081,-20002.44032773689
2359,3139,-12966.350616609656,-11252.525971237432,-20021.915814734886
2360,3141,-12968.245937480047,-11312.555005597598,-20021.7993727797
2361,3142,-12950.506032021396,-11338.950622135011,-20044.42563532426
2362,3143,-12960.976556033671,-11366.508152892984,-20056.556769703806
2363,3144,-12967.583623755625,-11392.052438778945,-20115.239704027394
2364,3145,-12958.741564432916,-11417.7635540398,-20130.35959374526
2365,3146,-12978.152402255926,-11443.217312408875,-20228.34742906302
2366,3147,-12956.312660895575,-11468.144155731075,-20192.545010775655
2367,3148,-12891.344838997618,-11495.224454427855,-20224.84366309834
2368,3149,-12881.812292649262,-11523.80458724963,-20111.373635078962
2369,3150,-12871.86831553602,-11550.905251826694,-20311.41665442964
2370,3153,-13076.414931240837,-11643.544419408332,-20264.049704088964
2371,3154,-13101.344253546395,-11674.304973858041,-20258.29361419636
2372,3152,-13085.166524184018,-11610.381687304574,-20254.89157619424
2373,3151,-12825.419383307086,-11577.11933484298,-20230.615070277723
2374,3155,-13077.213561592336,-11700.62451033022,-20272.811605233783
2375,3156,-13244.023504978015,-11728.472949495625,-20232.088545141407
2376,3158,-13235.275402815947,-11792.062517220358,-20166.187838418926
2377,3160,-13306.592838244218,-11849.851922395455,-20273.20206080245
2378,3157,-13240.707017748333,-11758.844400830436,-20295.54533896625
2379,3161,-13266.259383551795,-11876.917019817502,-20248.7608446803
2380,3162,-13444.606804987941,-11905.199879017724,-20342.56604974994
2381,3164,-14433.142983415793,-11973.46032735553,-22195.153390451662
2382,3166,-17127.234299809046,-12050.15486556941,-23784.194579809096
2383,3168,-19207.69630397886,-12139.194958144437,-23845.172189324512
2384,3169,-19718.82820208934,-12183.480884910969,-23914.98814959437
2385,3159,-13269.439812466237,-11821.99176829241,-20296.45276901791
2386,3163,-13842.449299345295,-11938.530890630882,-21457.63577851765
2387,3167,-18858.256727157495,-12099.05862384383,-24288.34230447913
2388,3165,-15491.260078522417,-12009.11548610275,-23054.30087111605
2389,3170,-19673.0260490898,-12227.954354438485,-23894.96578423173
2390,3172,-19579.26119073479,-12312.698565532792,-23756.58047819092
2391,3174,-19456.100002363397,-12396.3588308314,-23642.788098636902
2392,3173,-19556.182196491285,-12358.060101117037,-23708.830424482163
2393,3125,-13186.379825762251,-10868.169824646522,-19697.808931984226
2394,3175,-19431.520813591425,-12434.82617314596,-23571.539392607323
2395,3171,-19626.345564904823,-12269.501988927273,-23854.05856394412
2396,3177,-19443.755421869697,-12512.542999102692,-23502.428927240268
2397,3176,-19424.359814838528,-12473.333655643046,-23576.639270252148
2398,3178,-19867.763641865866,-12558.688586024036,-23571.740090319076
2399,3182,-19761.772574202805,-12718.822128660828,-23498.695644509193
2400,3180,-19830.611897514158,-12645.610521066581,-23584.645604059915
2401,3181,-19795.41890562897,-12683.370065465884,-23531.797322434613
2402,3179,-19849.32733906719,-12604.377673582587,-23599.420637582203
2403,3186,-20591.199753924437,-12875.889813738997,-23729.753727737432
2404,3183,-19829.175956266885,-12759.47184661283,-23421.25663459128
2405,3189,-21719.103077361186,-13000.057900881548,-24733.959634116836
2406,3185,-20271.445011923584,-12841.407831211534,-23830.29809669052
2407,3188,-20994.795056091767,-12956.808868981505,-24584.141436885737
2408,3187,-20626.400988044712,-12912.833246825343,-23994.227369589178
2409,3184,-20322.85026427955,-12804.280898534556,-23860.75279326137
2410,3190,-22883.18622899366,-13048.294280311362,-24877.91872742478
2411,3191,-23318.378184912835,-13099.246897946636,-25105.057994151313
2412,3192,-23836.15624513856,-13147.464493694823,-24995.99004768003
2413,3193,-23852.49311458547,-13194.838405825938,-24976.575367944115
2414,3194,-23926.219421171132,-13244.767124232267,-25074.583994978646
2415,3196,-23875.885982773645,-13334.36788383944,-24881.687874817962
2416,3195,-23935.78873880139,-13289.634446376886,-24945.79728637656
2417,3197,-23997.07274241647,-13381.12784163934,-24895.468357851416
2418,3201,-23776.800182856437,-13535.215004175738,-24391.445333411368
2419,3198,-23893.782531152625,-13418.677878499033,-24739.70663295632
2420,3202,-23680.893372259387,-13568.789895804504,-24286.211063756775
2421,3203,-23564.98262410705,-13603.105666836862,-24175.389326487348
2422,3206,-23276.91526889603,-13699.5921350624,-23811.98802839779
2423,3208,-23114.368190636895,-13760.173113387462,-23652.263505586954
2424,3205,-23347.273760090473,-13668.553044689303,-23940.804954531224
2425,3210,-22905.156783741724,-13817.83687057684,-23470.56284586362
2426,3207,-23162.20921247979,-13729.631559000576,-23693.004789962375
2427,3199,-23973.015528284683,-13460.231733832159,-24641.77710627192
2428,3200,-23882.64504617454,-13501.43467725537,-24519.91899377283
2429,3204,-23472.85892668814,-13636.841866424278,-24068.30091684353
2430,3211,-22775.331827111524,-13842.621367352365,-23273.67826680676
2431,3209,-23008.449005205588,-13789.052732740902,-23572.77218444121
2432,3212,-22680.76152898044,-13866.128367470883,-23139.483683959195
2433,3214,-22543.630879586206,-13914.793678079332,-23051.83751518956
2434,3213,-22612.80883215898,-13892.358681431499,-23222.423959110798
2435,3217,-22235.112106333276,-13962.190250346022,-22539.367457935492
2436,3215,-22536.31905922884,-13935.32518638715,-22872.445510780042
2437,3216,-22390.03930748367,-13951.466114704192,-22720.43774497563
2438,3221,-21649.55550476921,-13997.887588374379,-21940.19795506925
2439,3220,-21785.644099491972,-13991.6200119491,-22080.164118240307
2440,3224,-21162.743991243235,-14007.167157253987,-21388.983090069734
2441,3219,-21936.24964674732,-13981.94920758363,-22241.079658028048
2442,3223,-21342.718670789294,-14008.119258417235,-21583.219797560836
2443,3218,-22091.241572969477,-13971.352258919129,-22400.311963300977
2444,3222,-21513.71220846445,-14005.329023862592,-21784.45999095664
2445,3226,-20854.029594201085,-14005.82035691239,-21094.48092825828
2446,3227,-20722.871083593247,-14005.754455986136,-20899.345454735554
2447,3228,-20546.7299279879,-14001.52841000469,-20686.04845542273
2448,3225,-20994.0159288374,-14005.13890852793,-21228.952444318857
2449,3231,-19977.574087148263,-13980.979549196902,-20051.123570125823
2450,3230,-20179.64497492098,-13991.35875944277,-20277.60625846629
2451,3229,-20378.530253793,-13998.638830504176,-20490.018009266612
2452,3233,-19575.186374418372,-13948.507200296091,-19665.963249072145
2453,3234,-19366.55359024518,-13931.717181975073,-19465.000082157672
2454,3232,-19776.35947266459,-13965.529443853995,-19855.33813272064
2455,3239,-18469.987455660375,-13844.020735660079,-18563.868253913086
2456,3237,-18798.361177344374,-13878.751681500125,-18907.137572988075
2457,3238,-18620.798838127015,-13861.17840429319,-18731.799852526463
2458,3236,-18989.88123703808,-13898.165977310946,-19057.688078880572
2459,3241,-18118.728883470245,-13798.36120558457,-18216.32381452005
2460,3235,-19169.913669345162,-13915.2673186083,-19267.24982620954
2461,3240,-18295.65401924873,-13823.344692756753,-18387.203828479924
2462,3242,-17949.13326604367,-13775.831625065333,-18059.811417774887
2463,3243,-17779.064701081727,-13750.016592288634,-17886.87481860246
2464,3245,-17425.45800328565,-13702.245788017131,-17530.36696578432
2465,3244,-17599.751455373487,-13724.936867439632,-17715.968922240827
2466,3247,-17103.194617668207,-13659.200113742327,-17192.51734535408
2467,3246,-17261.241341876397,-13680.101572120764,-17367.839020077456
2468,3248,-16936.487967716253,-13638.743460903575,-17052.27917350522
2469,3249,-16782.474648989966,-13617.795929875127,-16883.655664936658
2470,3251,-16472.395350291372,-13574.04502795513,-16574.32541787167
2471,3252,-16327.378626231468,-13552.707022325238,-16449.26617390742
2472,3256,-15733.371455675771,-13463.53187307086,-15852.321587281027
2473,3253,-16183.256633715733,-13527.69683480664,-16293.104842755398
2474,3250,-16620.845352052784,-13595.239934996483,-16739.020313122117
2475,3254,-16021.262807006997,-13503.936416074308,-16144.806558595476
2476,3258,-15482.530849371422,-13430.292114507982,-15609.417155666786
2477,3255,-15875.611028211897,-13483.488777900948,-15985.17402305199
2478,3259,-15364.316429493401,-13413.245763552426,-15487.128777713
2479,3261,-15099.740604768795,-13367.305579844618,-15195.872156136815
2480,3260,-15234.181456835311,-13391.473635256532,-15356.218899465006
2481,3262,-14954.104776078908,-13340.509510122327,-15067.922262434568
2482,3263,-14812.789674319298,-13315.793461609643,-14931.386992183405
2483,3264,-14679.913067199832,-13294.873537070463,-14799.725994453504
2484,3265,-14551.81248374153,-13275.452457738287,-14690.99209416582
2485,3268,-14209.748453721866,-13231.38894767917,-14358.69908696729
2486,3269,-14116.776012640737,-13217.632932816425,-14238.372169077878
2487,3267,-14309.494818497176,-13247.003582368356,-14470.75822113419
2488,3266,-14406.012096073857,-13260.121397308678,-14573.511097826988
2489,3270,-13999.303054142852,-13206.19170089686,-14131.688265077612
2490,3271,-13907.075578260674,-13192.98640852597,-14015.824057697457
2491,3272,-13818.45923905226,-13183.043124713025,-13906.61336444575
2492,3273,-13757.073817160746,-13172.62004646259,-13822.666837707762
2493,3274,-13662.42411073816,-13162.122861201162,-13746.19570305403
2494,3275,-13581.425081807414,-13152.523284896013,-13645.875724892612
2495,3276,-13493.926842576184,-13140.45905812925,-13544.370366973459
2496,3277,-13410.3898036503,-13130.158215730655,-13455.977525564278
2497,3278,-13328.481373804902,-13120.896220834333,-13393.803833802347
2498,3280,-13147.645110589674,-13097.645932560688,-13208.611342542716
2499,3279,-13233.296373571673,-13109.348284665437,-13281.227340339574
2500,3282,-12992.759348108611,-13079.02473815517,-13036.239249175735
2501,3284,-12833.403673960527,-13059.858834198272,-12875.092785344052
2502,3287,-12617.296334158837,-13033.756853225845,-12646.860205352654
2503,3283,-12916.975770613924,-13070.393125917759,-12950.767575930357
2504,3286,-12681.23517770162,-13041.79649655078,-12725.880006103427
2505,3281,-13066.49415460876,-13087.721892058671,-13128.558967579218
2506,3288,-12555.583505832905,-13031.616678922477,-12597.881765246759
2507,3289,-12505.791742540707,-13027.498574298395,-12536.260605588135
2508,3285,-12756.526892110034,-13050.6264585174,-12812.416891778572
2509,3290,-12453.010053904007,-13023.930069025995,-12494.667185883136
2510,3291,-12393.655403311235,-13015.522563872655,-12419.790130641562
2511,3293,-12248.031585673256,-12998.211906146786,-12273.338644884268
2512,3292,-12317.865241850235,-13006.97847590614,-12329.234424128204
2513,3296,-12057.424170009175,-12975.875926212782,-12072.388766516131
2514,3295,-12113.605563747311,-12980.767676712388,-12136.138638279372
2515,3294,-12172.482590450172,-12988.388136029003,-12191.789511042005
2516,3297,-12008.100442514175,-12973.378477106533,-12043.449972673832
2517,3299,-11923.016747356136,-12966.280872616528,-11959.342364141436
2518,3301,-11835.946190334136,-12961.270952126011,-11868.532876252266
2519,3298,-11960.023763001147,-12967.11975812207,-12011.76636973604
2520,3302,-11775.584399280757,-12954.475840518051,-11809.779117161757
2521,3304,-11646.63148317784,-12928.96785539767,-11655.2083476392
2522,3300,-11886.97665908392,-12966.433721524063,-11920.585611506027
2523,3303,-11715.08424689266,-12943.710302053067,-11734.206659377161
2524,3257,-15607.59242481203,-13446.94165983063,-15715.45185777688
2525,3306,-11470.481102989675,-12891.774666765796,-11488.126339529646
2526,3305,-11561.573927824546,-12911.0544237408,-11575.893571144325
2527,3308,-11301.538253424942,-12863.13908794249,-11312.830194291468
2528,3307,-11380.842409536694,-12875.082705790051,-11392.586593342454
2529,3309,-11215.438607608117,-12848.194408837742,-11228.673380697657
2530,3310,-11118.507462418871,-12829.155796036306,-11143.242761970241
2531,3311,-11028.268406222614,-12809.51241161786,-11069.97192131968
2532,3312,-10951.240513772274,-12793.136004646403,-10955.99410114144
2533,3313,-10876.511720101684,-12775.461071161724,-10877.834726544865
2534,3314,-10817.4719610009,-12763.827151864369,-10814.812820117313
2535,3315,-10751.490889624276,-12753.726333086357,-10755.063034187813
2536,3320,-10409.953198471314,-12699.764431794707,-10391.039671074064
2537,3318,-10543.613380715004,-12720.139043516836,-10548.221652077267
2538,3319,-10480.408746416446,-12709.232139822361,-10491.704748713466
2539,3321,-10354.521284983457,-12692.558398568057,-10364.909208090598
2540,3322,-10288.545576018205,-12681.372906699184,-10257.10185885714
2541,3316,-10681.040021071742,-12741.797219894343,-10666.952775969938
2542,3323,-10228.65811387252,-12673.991329075583,-10227.84751280359
2543,3324,-10165.195135881091,-12663.729616739245,-10160.540057310485
2544,3317,-10611.230540899818,-12732.779743195812,-10629.757739708806
2545,3326,-10085.63493040194,-12658.25759225294,-10064.668424389154
2546,3325,-10118.430227857896,-12660.184795558507,-10095.127248795072
2547,3327,-10050.371715319538,-12654.305658198125,-10031.31880867586
2548,3329,-9955.13995981005,-12641.327107822048,-9943.837695887381
2549,3331,-9855.393938909072,-12624.940979244584,-9837.317984332072
2550,3332,-9816.683412803424,-12620.51267473005,-9806.328586466265
2551,3330,-9906.35158233378,-12632.940284632223,-9897.053332708414
2552,3334,-9736.110315556238,-12605.476061590363,-9714.538474776451
2553,3328,-10008.99644712172,-12649.972841823077,-10020.780511205294
2554,3333,-9768.242200661623,-12611.868600349246,-9755.95269693164
2555,3336,-9673.80643738051,-12598.203055876635,-9663.75679414333
2556,3337,-9644.122192535462,-12594.346018354845,-9624.040033597892
2557,3335,-9705.261909991132,-12601.006210733125,-9684.292220357995
2558,3340,-9547.237203555445,-12579.544819897505,-9550.138191259726
2559,3339,-9583.137543403185,-12585.355526891024,-9618.892781602672
2560,3341,-9521.414935956775,-12574.395821233404,-9504.932613378289
2561,3338,-9609.855832565607,-12590.458359864599,-9600.56228634225
2562,3342,-9503.791978539168,-12572.25659411569,-9526.11604209404
2563,3344,-9482.376156245551,-12569.967210439678,-9508.370072043523
2564,3345,-9471.406434560042,-12566.54214428537,-9473.081643909463
2565,3343,-9485.369223011114,-12570.290683100491,-9490.414147322295
2566,3346,-9461.196741548207,-12562.378308456795,-9460.686465885203
2567,3349,-9426.617239851617,-12549.608729579666,-9435.148222021544
2568,3347,-9456.070462084168,-12559.144939746513,-9448.398536880173
2569,3351,-9362.714111139518,-12534.203594926727,-9393.185105343038
2570,3352,-9365.619996411595,-12528.790208015997,-9384.374574741934
2571,3350,-9404.455413526459,-12543.118005503246,-9416.258169791528
2572,3348,-9444.127787867707,-12555.239974748494,-9457.699113475439
2573,3353,-9342.695686994,-12519.512153250325,-9353.224078363659
2574,3355,-9323.8122814628,-12510.280682978908,-9329.73492275077
2575,3357,-9273.670997371024,-12493.799703731353,-9272.7234742781
2576,3354,-9321.926251556726,-12514.291388477577,-9335.59857326055
2577,3358,-9257.310931309217,-12485.214134318121,-9261.70983250986
2578,3356,-9298.989950330828,-12502.442953502854,-9298.566082096051
2579,3361,-9237.033349997131,-12468.414724672068,-9302.480121021523
2580,3362,-9234.700552189493,-12465.109643900565,-9249.875178677865
2581,3363,-9231.66096747942,-12460.457519543674,-9225.281793817037
2582,3360,-9240.22591945238,-12473.030138320555,-9299.04819756822
2583,3359,-9250.639196958313,-12480.011670404569,-9297.847078129753
2584,3364,-9241.567483353665,-12458.537652325169,-9245.977742704068
2585,3365,-9246.628518225029,-12454.948437278808,-9242.59806719751
2586,3367,-9268.372464676837,-12452.775028913064,-9258.240553983187
2587,3368,-9273.319384256409,-12451.011385214413,-9282.346234321623
2588,3366,-9259.359191683696,-12455.064433553147,-9256.200471682987
2589,3372,-9307.985297850453,-12442.032356254902,-9284.682506812267
2590,3369,-9275.707837495851,-12448.972792507335,-9303.035408063155
2591,3370,-9292.063668528364,-12448.80165060006,-9296.758104846453
2592,3371,-9298.264821546358,-12445.789709499564,-9273.381081000978
2593,3374,-9335.275106927984,-12440.680675136704,-9304.94460605576
2594,3375,-9357.053364333751,-12442.112509487984,-9354.519097641605
2595,3373,-9315.607371907015,-12440.26774691039,-9295.979037081139
2596,3376,-9371.632030561963,-12440.565181468326,-9361.974316204476
2597,3377,-9388.266495747663,-12439.211166527768,-9402.867267622827
2598,3379,-9407.599560086303,-12434.129935474464,-9447.941762899141
2599,3383,-9470.35606168565,-12423.34609074453,-9455.239093244927
2600,3378,-9391.507341741564,-12435.653728062889,-9406.091821048041
2601,3384,-9505.518247781256,-12423.801430904852,-9483.40502922504
2602,3381,-9433.482634517062,-12427.49247894681,-9462.544786730188
2603,3380,-9420.854730636684,-12429.807904837735,-9431.15298371747
2604,3388,-9587.184177768824,-12421.311838375896,-9552.011141815517
2605,3387,-9571.3945688932,-12422.140144651325,-9550.594415175392
2606,3386,-9551.17374290061,-12423.038829610741,-9534.88561033117
2607,3382,-9448.291699477813,-12424.704108962376,-9455.462236350639
2608,3385,-9527.937628644788,-12424.35544946211,-9510.262249567048
2609,3391,-9652.059075763413,-12427.751887539098,-9625.931064032888
2610,3390,-9621.283359713092,-12424.65975379859,-9585.228561156273
2611,3389,-9604.537688918705,-12422.879588876882,-9580.070333384632
2612,3392,-9683.679384956795,-12429.834018189209,-9661.246031610459
2613,3394,-9745.869755305357,-12434.538191115042,-9721.731086910924
2614,3396,-9793.619283286993,-12443.619656583136,-9752.062230015767
2615,3393,-9715.54161880331,-12433.025507170634,-9686.505832918749
2616,3395,-9773.55562470197,-12440.107303158578,-9755.556231843977
2617,3400,-9871.676436669568,-12452.479423781188,-9827.515943200955
2618,3397,-9819.476349675311,-12446.825613580362,-9792.777814709625
2619,3398,-9828.538348797463,-12449.567671599114,-9799.242660969721
2620,3401,-9894.257437887616,-12454.59002901629,-9865.804170275005
2621,3402,-9907.954104805514,-12454.659464396087,-9875.082799496537
2622,3399,-9853.095816478772,-12449.707373227437,-9822.742749020857
2623,3404,-9919.10298893608,-12451.53672478035,-9884.86987705352
2624,3403,-9919.566941341069,-12454.660134470874,-9889.60321101012
2625,3405,-9914.870997720143,-12447.909093642966,-9888.705849917118
2626,3406,-9915.291721357571,-12442.910142773058,-9891.889991386106
2627,3407,-9920.347723558887,-12440.317533016118,-9873.25499641427
2628,3408,-9907.854714431342,-12432.449792580057,-9879.000537816155
2629,3410,-9909.423934415248,-12423.482222617655,-9873.966472934197
2630,3414,-9860.88028823776,-12390.948247296059,-9832.136029982632
2631,3411,-9900.11892219316,-12415.834350219873,-9839.44368858244
2632,3412,-9891.49645939329,-12408.270968205175,-9826.686352493196
2633,3416,-9809.557443998627,-12363.415478200583,-9749.034848967924
2634,3409,-9911.936682115926,-12428.281896540142,-9867.96341453294
2635,3417,-9791.590117842205,-12352.800983866066,-9729.183793094995
2636,3419,-9748.846344687861,-12327.802701853483,-9705.1204189745
2637,3413,-9880.031068682369,-12401.089077540082,-9827.324169768777
2638,3418,-9771.6889358707,-12340.38234711589,-9725.863542723439
2639,3421,-9719.718279794284,-12308.262167451128,-9671.023364896337
2640,3415,-9828.088335374407,-12375.991304755407,-9789.507535301418
2641,3420,-9735.055151011606,-12318.897165755763,-9694.49501439017
2642,3422,-9703.390489386837,-12296.794073458545,-9650.37817486024
2643,3423,-9701.75707373219,-12290.275840793449,-9663.158549086882
2644,3424,-9702.223750326657,-12284.465518768915,-9674.437126963992
2645,3429,-9728.109412763948,-12277.837618506952,-9705.590230492777
2646,3427,-9710.58033114502,-12275.497273316712,-9688.237849860809
