,d,svr,en,rfr
7091,7869,-18043.166962237694,-19820.34152894475,-15422.225061564874
7092,7874,-17835.606156049183,-19664.790378551712,-14968.148576805512
7093,7875,-17807.05422526006,-19634.943831097124,-14842.176246734696
7094,7872,-17896.423727251058,-19725.70997356627,-15111.152238803093
7095,7877,-17777.079395173903,-19575.407586256675,-14677.409130573096
7096,7876,-17797.716334103283,-19605.165065193658,-14751.561534336393
7097,7873,-17873.743353210048,-19694.77264858277,-15018.03682833283
7098,7879,-17722.055216353954,-19513.257987778004,-14540.199629486735
7099,7883,-17529.530951018525,-19389.949270119017,-14058.435165552324
7100,7880,-17673.601699111103,-19482.847112393436,-14412.082447345436
7101,7882,-17573.30366659566,-19421.520054448043,-14182.311985039783
7102,7881,-17635.282381886616,-19451.952865131338,-14275.83207529939
7103,7887,-17392.38361580691,-19265.40831796726,-13660.675038485118
7104,7878,-17731.81639724729,-19543.863019154138,-14606.200281350382
7105,7885,-17431.881977071018,-19325.092469429124,-13857.679320984123
7106,7884,-17469.422031650218,-19356.836188017318,-13974.32022634409
7107,7889,-17192.3877479796,-19208.27913747193,-13471.553052108247
7108,7886,-17431.00173958119,-19295.490516472855,-13747.499511391661
7109,7888,-17327.71148323029,-19236.207322297923,-13521.642073230829
7110,7891,-16999.24695392661,-19156.110314236896,-13245.923275531128
7111,7893,-16818.842783963522,-19107.51718663815,-13127.957906851545
7112,7890,-17051.04348219971,-19181.2834123598,-13405.387614314963
7113,7892,-16876.750549098375,-19131.39597540242,-13152.479890851335
7114,7894,-16760.515423627498,-19084.393180278636,-13022.694730858995
7115,7895,-16684.0637876704,-19061.212894578806,-12980.452796096795
7116,7896,-16630.139824607628,-19038.807984084095,-12859.812068520594
7117,7897,-16578.18776038174,-19016.778072381363,-12791.64494906921
7118,7898,-16526.205929341668,-18995.720864185267,-12751.98003308297
7119,7899,-16478.779778922,-18974.37064477509,-12711.59349476704
7120,7900,-16425.923092190184,-18952.90637926691,-12656.277507516628
7121,7901,-16373.084690608008,-18931.58730215438,-12553.15317102016
7122,7904,-16248.602831422464,-18868.460595380388,-12362.532510098448
7123,7905,-16195.698661469978,-18848.220136960175,-12241.766013872833
7124,7902,-16323.330102142338,-18910.042396949444,-12472.763334124342
7125,7903,-16269.071958619685,-18889.211314154032,-12365.566718216272
7126,7907,-16180.346382521615,-18807.63098957097,-12172.192458748947
7127,7906,-16176.980636651446,-18828.558178335334,-12209.397474165195
7128,7910,-16068.217027782719,-18746.046477188713,-12053.533631809234
7129,7908,-16146.650593042863,-18787.692568533334,-12092.933697475142
7130,7911,-16049.826950856635,-18723.417474455717,-11980.32615438038
7131,7909,-16086.395993095963,-18767.66207812794,-12077.318488062014
7132,7912,-16017.850769636447,-18701.678445966678,-12000.513045562511
7133,7913,-16000.73356037733,-18681.623478653775,-11964.693758898135
7134,7914,-15968.681231362196,-18662.38350977496,-11912.381572410557
7135,7916,-15893.782117380932,-18622.730763431508,-11769.617080925575
7136,7918,-15875.550092711703,-18581.81720521067,-11767.755282950246
7137,7917,-15876.510392144193,-18602.3985575852,-11786.08871691124
7138,7922,-15807.322510825528,-18503.506411356117,-11511.481009658775
7139,7920,-15856.591426138322,-18541.747728317594,-11658.633466064915
7140,7919,-15868.146944947664,-18560.70834712294,-11668.543388489135
7141,7923,-15785.70629252697,-18483.489314107035,-11549.512959577642
7142,7921,-15820.73320903114,-18522.481745194775,-11586.612758101826
7143,7924,-15776.982276272494,-18462.337931963135,-11457.31147237029
7144,7925,-15777.860780491364,-18442.66198284305,-11533.843436034804
7145,7926,-15761.252182332297,-18423.494947030187,-11478.560493291463
7146,7927,-15774.609993351407,-18403.635444772295,-11482.297100029753
7147,7928,-15844.503827420958,-18379.811898683372,-11424.313695184486
7148,7930,-15916.767182765969,-18336.33479920661,-11326.79191112924
7149,7929,-15895.717198985672,-18357.45025090796,-11278.255013531474
7150,7931,-15926.511151077453,-18314.147082319607,-11352.389751762315
7151,7933,-15986.375506471693,-18269.070971881236,-11351.121711193431
7152,7932,-15961.027580379972,-18291.164679189947,-11205.804081762537
7153,7934,-15902.871316007904,-18241.69065162354,-11293.047509165654
7154,7935,-16214.863673695345,-18217.447963209226,-11287.383591432768
7155,7938,-15774.045358334992,-18139.451108342462,-10793.372855047552
7156,7936,-16277.40857476226,-18193.207738888486,-11278.95179753633
7157,7937,-15915.939619901113,-18168.62421071739,-11306.05979940701
7158,7939,-15219.374286126807,-18110.258683997854,-10370.223128712925
7159,7940,-14956.901646754373,-18078.48546430286,-10205.888834038189
7160,7941,-14955.88272229702,-18050.591125373467,-10222.098540166964
7161,7942,-14902.427213870522,-18020.148284383024,-10248.091415589875
7162,7943,-14905.582525249858,-17990.36887806873,-10228.035889874269
7163,7944,-14908.493454870884,-17962.46737710814,-10287.536758097998
7164,7946,-14547.406135410774,-17908.478549588654,-10300.95437500818
7165,7949,-13934.344770995998,-17816.873335212193,-9819.633424650592
7166,7948,-13906.390832540546,-17846.10311161422,-9819.01617660735
7167,7950,-13955.602525509863,-17790.24156624946,-9761.68398835879
7168,7955,-10817.169346503146,-17632.293419329224,-8053.213338456653
7169,7954,-11631.282354122504,-17663.26700876448,-8189.107446823176
7170,7953,-12293.972951262349,-17694.331042208552,-8286.499517878832
7171,7952,-13302.555284699247,-17730.403786839066,-8619.053156692968
7172,7951,-14071.803360583728,-17762.92970540593,-9794.670329332934
7173,7947,-14445.89569786362,-17876.559883225316,-9746.872989188776
7174,7945,-14927.267954823501,-17936.966628487648,-10273.942554202142
7175,7956,-10091.623557496936,-17597.773585741776,-7290.282624625021
7176,7957,-9050.601073410495,-17558.142794815794,-6382.614911846493
7177,7958,-7571.955442826256,-17511.254352603362,-5960.856754659741
7178,7959,-6526.050769551954,-17466.824806929748,-5920.248390357379
7179,7960,-6524.9068839412685,-17427.304446167866,-5907.209385181338
7180,7915,-15926.73499534072,-18643.209924672108,-11819.399220078845
7181,7962,-6269.049437503239,-17335.960551646145,-5865.661702939846
7182,7961,-6366.78970909619,-17379.024991253467,-5822.397051350563
7183,7963,-6156.59248281793,-17293.614716456756,-5826.037155989766
7184,7964,-5868.474296479187,-17245.626917698897,-5750.196967056435
7185,7966,-5848.551455776387,-17150.82790996401,-5623.634209064117
7186,7965,-5849.1618091847795,-17197.901041888857,-5635.651155393723
7187,7967,-5825.13464856702,-17101.999750010844,-5625.796808495472
7188,7969,-5781.806773554723,-17009.604603620697,-5601.94879929651
7189,7973,-5802.057548414965,-16830.357681348345,-5652.8962579524
7190,7968,-5809.561657936478,-17056.63037941042,-5618.761906358513
7191,7971,-5805.174275451383,-16917.567633459934,-5629.731033243546
7192,7972,-5812.299145584715,-16875.948007849624,-5628.947362903
7193,7970,-5791.005468461675,-16961.376050899904,-5640.149647568454
7194,7975,-5796.241634433487,-16741.37043152789,-5669.682904559148
7195,7976,-5802.577405098778,-16694.44198249331,-5665.843520080611
7196,7977,-5809.63113851729,-16649.693640338115,-5651.6728706691865
7197,7974,-5795.7106464741555,-16784.450388539783,-5641.282516158508
7198,7979,-5811.659033514257,-16576.099957028437,-5725.942206953673
7199,7984,-5823.6902844084625,-16380.347676821879,-5649.36282744106
7200,7981,-5818.532130586698,-16497.50389584504,-5655.605675663893
7201,7982,-5817.224649031614,-16459.72576343506,-5684.881918593572
7202,7978,-5808.140445652582,-16613.008188131127,-5735.6265093800685
7203,7980,-5813.583281637502,-16537.254787231155,-5710.014486851646
7204,7985,-5837.807076533492,-16340.982816149595,-5651.4583367115465
7205,7983,-5818.096200262369,-16421.58845487785,-5645.823965670533
7206,7986,-5838.9861074625605,-16299.32205512526,-5654.072043342214
7207,7987,-5876.758037292149,-16253.10829639975,-5692.665382054644
7208,7988,-5868.705156393142,-16209.191878595455,-5681.216313324114
7209,7989,-5872.100843137783,-16169.684401439446,-5657.317338454774
7210,7990,-5872.837123747092,-16127.54561726587,-5664.104637318067
7211,7992,-5882.380672525211,-16051.013408443578,-5676.720242328833
7212,7991,-5872.1978101372215,-16086.271466594595,-5640.877276697796
7213,7993,-5884.797088382247,-16016.651344011214,-5685.5783072567665
7214,7994,-5892.152429797394,-15981.4115586296,-5733.524917271899
7215,7995,-5911.45491663449,-15947.311449315122,-5735.624772710826
7216,7998,-5920.565545899142,-15845.339190929282,-5820.185547561702
7217,7996,-5910.457249873294,-15913.876811095968,-5780.068701832921
7218,7997,-5895.454610003178,-15879.404410611369,-5790.876091643213
7219,7999,-5941.424110992666,-15813.820522919432,-5855.404565593927
7220,8001,-5974.644209382774,-15751.10227407092,-5827.971115042874
7221,8000,-5951.371741160499,-15782.111719590695,-5822.120789488059
7222,8004,-6124.01562550791,-15648.497447190593,-5915.250530712425
7223,8006,-6120.205489174752,-15586.016449911185,-5971.202435855706
7224,8003,-6038.293571101396,-15682.976120540327,-5879.1455446100235
7225,8007,-6157.816845725727,-15549.859073613043,-6024.077177814212
7226,8008,-6211.457735825539,-15518.198197109603,-6076.262167985915
7227,8005,-6153.884616962332,-15618.051308454851,-5929.844761620276
7228,8002,-6001.514217785403,-15718.351269158979,-5863.91335199583
7229,8012,-6488.083973934115,-15394.856045539484,-6274.6758249296945
7230,8011,-6410.764782831908,-15421.917875577594,-6205.232719078293
7231,8013,-6533.328479818744,-15370.248255728744,-6353.314383865334
7232,8010,-6331.072699918526,-15453.840736386665,-6166.8047898811365
7233,8015,-6579.387158566185,-15319.308719951776,-6448.222281931437
7234,8009,-6267.99474140115,-15485.878414744213,-6115.802048131243
7235,8018,-6760.61668682227,-15232.6665611436,-6550.289656124751
7236,8014,-6580.417662980433,-15347.19453953949,-6424.276986783441
7237,8019,-6811.422389460828,-15206.794526547219,-6602.497808601043
7238,8016,-6622.424208971348,-15288.297123550597,-6466.0332977012495
7239,8017,-6670.970465074156,-15259.912469505241,-6512.016208787157
7240,8020,-6822.987389116436,-15179.49650030553,-6669.462213434934
7241,8023,-6900.247739915139,-15099.419998730551,-6644.1020829618665
7242,8024,-6914.653304770494,-15075.509553004744,-6701.417016971996
7243,8021,-6885.719132022234,-15154.997244132237,-6681.6796662253055
7244,8028,-6939.3296940009905,-14982.980317991347,-6794.656340003322
7245,8022,-6869.714135506572,-15126.717159124404,-6617.150814351731
7246,8026,-6970.685248342626,-15029.257089588042,-6780.141500364925
7247,8030,-6904.849524375264,-14941.484343647939,-6729.434902498271
7248,8027,-6955.749105125092,-15005.609356923615,-6770.862204195326
7249,8025,-6925.307721949768,-15051.933440997807,-6715.732415860615
7250,8031,-6931.1489850206,-14921.706105390433,-6753.048788800476
7251,8032,-6949.499063235969,-14901.15737891389,-6799.380287700475
7252,8029,-6916.77268521253,-14962.31809710647,-6752.96324615312
7253,8034,-7018.28148299914,-14868.909388391205,-6857.668650481006
7254,8033,-6988.837073625883,-14883.6332402734,-6818.791811921625
7255,8037,-7121.996599533538,-14821.675509100338,-6961.562572485611
7256,8035,-7039.75367294512,-14853.989683453994,-6865.377777830337
7257,8041,-7193.621125323947,-14752.634725353346,-7036.169065083699
7258,8036,-7025.721105960126,-14837.726806250557,-6901.537320471485
7259,8038,-7145.584448493113,-14804.43562133925,-6980.789850410086
7260,8042,-7213.872493045581,-14733.38729474376,-7078.036847723945
7261,8040,-7156.457290108659,-14770.575848273882,-7021.041032768691
7262,8046,-7318.06054109082,-14665.04916643217,-7174.792549289087
7263,8045,-7293.428981783812,-14681.002324163655,-7148.692013853528
7264,8043,-7254.142251683274,-14715.710757418823,-7103.855502799528
7265,8044,-7261.110699875865,-14698.477944440216,-7131.692613569838
7266,8039,-7163.507555064236,-14788.009808055425,-7014.563231384238
7267,8048,-7358.796335792662,-14635.923924863378,-7251.635427016592
7268,8049,-7338.5765139307505,-14622.476365434613,-7246.550330980759
7269,8052,-7396.41376665288,-14573.85131798364,-7297.802735393522
7270,8047,-7345.81110255036,-14650.396444172438,-7227.338766687976
7271,8050,-7360.53098029286,-14605.388845272175,-7276.858345498734
7272,8053,-7435.9632440701735,-14559.300027747158,-7342.343167162118
7273,8051,-7370.565181992788,-14588.811782017969,-7269.716624697821
7274,8056,-7535.147606250827,-14517.03723277164,-7468.344554655333
7275,8054,-7474.149851442463,-14544.371401325956,-7412.195764916196
7276,8059,-7630.221047880691,-14469.493783127957,-7549.500815311496
7277,8055,-7500.854034443222,-14530.748546147088,-7438.765480398833
7278,8062,-7734.061583406655,-14418.845134476027,-7678.756431008136
7279,8063,-7786.384268120028,-14402.460359938716,-7751.998401959056
7280,8061,-7692.515005886062,-14438.663330352563,-7631.716191647865
7281,8057,-7552.821073987915,-14502.043060244443,-7496.237376149046
7282,8060,-7658.850569371227,-14454.746973453373,-7611.24554773038
7283,8058,-7581.301078427948,-14484.492251661184,-7534.164670123506
7284,8064,-7822.003638549545,-14388.003800485876,-7794.028809193733
7285,8065,-7866.201930939162,-14375.58640181737,-7868.731825562514
7286,8066,-7922.101220356368,-14363.374989090233,-7922.542493177217
7287,8067,-7975.401745930675,-14349.686872010736,-7965.231402691882
7288,8071,-8161.197736299557,-14293.2111461102,-8151.0325296615665
7289,8069,-8073.932916560535,-14319.505826610555,-8058.254607330804
7290,8070,-8129.308611792126,-14305.11882341812,-8115.357389143175
7291,8072,-8198.005621467073,-14281.261871542392,-8207.26612803761
7292,8068,-8025.205685015831,-14334.942066320944,-7995.304555942209
7293,8073,-8232.29854296668,-14269.312918595084,-8240.45798405601
7294,8074,-8261.1883910881,-14258.061742333579,-8271.660977863223
7295,8077,-8383.26468475386,-14228.680373555082,-8390.832871936662
7296,8076,-8327.863371034533,-14236.787018792325,-8342.568049375535
7297,8075,-8291.89984517451,-14246.648426098314,-8315.695518065731
7298,8078,-8446.100343651004,-14222.385819584604,-8439.129515808288
7299,8080,-8578.880544548974,-14214.71312119186,-8579.095372335996
7300,8081,-8634.922218374573,-14211.617905928413,-8638.9056219497
7301,8079,-8518.072052545544,-14218.742702524352,-8515.561117653022
7302,8082,-8703.010863338139,-14207.276478805219,-8705.65762937621
7303,8084,-8821.253684463172,-14193.307999624694,-8820.855993905354
7304,8083,-8762.553926141198,-14201.068106124862,-8758.99749221615
7305,8085,-8890.228676876613,-14185.764510639277,-8877.256889594404
7306,8086,-8961.726503365779,-14181.36311370775,-8972.738766383534
7307,8087,-9023.038304843622,-14177.445560462265,-9041.046277442905
7308,8088,-9084.012695367388,-14170.244664515254,-9096.524505632719
7309,8089,-9165.319158813267,-14166.177170719617,-9198.321697472093
7310,8091,-9312.885864205347,-14154.81044883416,-9341.145490772222
7311,8090,-9238.062477416766,-14160.112373176067,-9260.516001519503
7312,8092,-9366.189461883876,-14147.787986564068,-9391.571807910033
7313,8093,-9414.908163757878,-14140.433350996733,-9445.435693703706
7314,8094,-9477.820196048662,-14133.981866113147,-9488.772395245896
7315,8095,-9544.247190790169,-14129.184816243916,-9556.042748334767
7316,8096,-9620.888011267993,-14127.729249857093,-9622.832519710188
7317,8097,-9690.98288146406,-14126.740405318487,-9693.522152335227
7318,8100,-9908.378268301652,-14121.278746067039,-9905.660734650319
7319,8099,-9838.062759268862,-14123.966940629743,-9835.314952273146
7320,8101,-9965.366346140003,-14117.527881474389,-9946.707134691334
7321,8098,-9766.170510333111,-14126.837460130087,-9779.28341769784
7322,8104,-10128.924076454517,-14097.953164536939,-10110.149275670117
7323,8103,-10077.021056018579,-14105.547244473306,-10064.926529492375
7324,8102,-10024.491262700132,-14112.956979826418,-10013.32787610352
7325,8107,-10311.672108523097,-14086.870142829543,-10306.689020046075
7326,8106,-10250.372090208746,-14089.091623727152,-10238.041629757143
7327,8105,-10193.654475250503,-14092.88596044399,-10171.120358795892
7328,8108,-10367.096526213638,-14084.644105156196,-10354.44205172745
7329,8109,-10423.093639119295,-14082.850456823428,-10398.635401139998
7330,8111,-10550.375570788354,-14081.182902913219,-10538.959706763671
7331,8110,-10488.966392249404,-14080.864592962589,-10465.560989820766
7332,8112,-10608.21552572726,-14078.497212575978,-10594.012108055482
7333,8114,-10700.047513743366,-14067.456042221878,-10674.608190989675
7334,8113,-10657.84432735667,-14073.965934790973,-10652.054870040247
7335,8115,-10731.022877694199,-14064.057067425665,-10724.43161202778
7336,8116,-10801.873384698776,-14060.695588962291,-10768.83736307123
7337,8117,-10850.33755871378,-14058.205893503924,-10811.35359297909
7338,8118,-10891.994783894328,-14054.869961111384,-10871.586713414144
7339,8119,-10940.779935645369,-14052.00563576404,-10903.441353445465
7340,8120,-10984.172199995342,-14048.87758494163,-10951.164667182416
7341,8122,-11030.71920940329,-14035.43116092504,-11011.164272800766
7342,8123,-11053.288821341583,-14028.406191745838,-11023.97420654128
7343,8124,-11055.378502689335,-14019.361741492256,-11049.727065494095
7344,8126,-11120.85263398397,-14007.682733145615,-11119.167588902801
7345,8127,-11168.104795866038,-14005.910602264183,-11166.56773028025
7346,8128,-11215.516451539306,-14004.418812863738,-11226.023829177406
7347,8130,-11283.896549231373,-14000.411999031458,-11282.951624846926
7348,8121,-11015.86330428859,-14043.40906215562,-10983.185561817045
7349,8125,-11089.199234639775,-14012.95250465355,-11078.136072080504
7350,8129,-11258.310476949591,-14003.336657485492,-11261.280031920674
7351,8132,-11318.902524357345,-13994.4799518137,-11333.021281872585
7352,8131,-11298.605008375762,-13998.848189567358,-11315.481780314532
7353,8134,-11370.406496711714,-13987.482694845268,-11371.422291462823
7354,8136,-11406.86144425404,-13978.22001900245,-11388.125320222993
7355,8133,-11381.282126218099,-13990.160816866977,-11345.578878041055
7356,8135,-11385.990320665733,-13983.531537253431,-11367.283633301016
7357,8140,-11429.061398476893,-13932.442951803578,-11426.480323184052
7358,8137,-11448.32141100978,-13970.688936746854,-11409.79906010119
7359,8138,-11451.878334429697,-13959.837286087213,-11405.00275025888
7360,8144,-11447.423593271757,-13879.357941096063,-11425.62886928107
7361,8142,-11437.717244951144,-13906.734660440954,-11419.689182990616
7362,8139,-11436.793564257372,-13945.1085610568,-11424.21326655706
7363,8143,-11451.908507885182,-13892.804142157824,-11426.062676738147
7364,8141,-11431.762673343514,-13919.716548174323,-11421.056505763829
7365,8145,-11404.722774699861,-13867.662910082914,-11389.861272472706
7366,8146,-11417.345249059748,-13856.791865405708,-11398.856250112345
7367,8147,-11424.0262274999,-13846.114308356713,-11408.847288171155
7368,8149,-11437.213803392784,-13827.621010665585,-11432.22821959136
7369,8148,-11436.748484011478,-13835.891497320037,-11394.367833364984
7370,8152,-11515.882246547548,-13820.810565646301,-11544.617663395828
7371,8151,-11509.480125854136,-13821.310755888782,-11512.292378365531
7372,8150,-11469.095231573534,-13822.946365352764,-11466.889455668497
7373,8153,-11584.02988886373,-13817.480525319123,-11564.94353407952
7374,8155,-11643.151949742225,-13812.11850377695,-11646.006030569017
7375,8154,-11615.05831823983,-13815.202531827224,-11620.646032458877
7376,8156,-11661.966445046875,-13807.7332934408,-11653.78263568868
7377,8159,-11716.26517714823,-13792.398395541928,-11715.550957584066
7378,8157,-11648.963499590382,-13800.395526147513,-11669.15320298635
7379,8160,-11715.943232917303,-13786.18932512504,-11731.583535239084
7380,8158,-11664.292589673438,-13796.290760662778,-11705.87178128745
7381,8164,-11812.3311782573,-13760.787476543235,-11782.253033976835
7382,8163,-11807.054013595296,-13768.55282090303,-11750.3334992202
7383,8161,-11760.48564771964,-13778.916208512783,-11735.005347977547
7384,8162,-11770.270477729326,-13774.078743722388,-11742.963290285523
7385,8166,-11793.899757500905,-13739.12577991926,-11731.792422363858
7386,8165,-11802.328698674708,-13751.505205692762,-11780.610548557865
7387,8168,-11778.81101962792,-13722.252530008278,-11713.808419272944
7388,8167,-11778.524429916777,-13728.518845082437,-11709.8043620969
7389,8169,-11786.091285908024,-13719.990317071397,-11700.532282620354
7390,8170,-11813.189984065155,-13722.368715699617,-11739.087803132526
7391,8171,-11841.644193150718,-13723.9725209793,-11787.65111926142
7392,8172,-11868.475057048257,-13726.911559652774,-11811.787548722183
7393,8174,-11903.588080148857,-13726.133729973613,-11853.705639550097
7394,8175,-11909.746359428616,-13725.203521966276,-11870.415781602267
7395,8177,-11922.83400302361,-13720.282600020542,-11848.94783872762
7396,8173,-11886.606787717097,-13729.258429712025,-11827.122991672815
7397,8176,-11916.371583914888,-13721.273405384341,-11853.57943343624
7398,8178,-11942.061590918722,-13722.690068863636,-11888.012388889918
7399,8179,-11972.630341099239,-13728.580267603997,-11906.90546711698
7400,8180,-11997.81428232115,-13736.477155739369,-11936.96049845489
7401,8182,-12053.841802360635,-13747.125626785346,-11994.644770569737
7402,8183,-12070.1416981232,-13747.529871886167,-12025.760307320263
7403,8185,-12096.134216164726,-13746.75154447266,-12006.841355280641
7404,8181,-12033.034762235444,-13742.746043337025,-12002.056489321072
7405,8187,-12130.274042310797,-13749.833039253834,-12058.135383099714
7406,8184,-12086.667492146786,-13748.448891770226,-12023.510489252858
7407,8186,-12109.650281291695,-13747.330332477999,-12028.786158813396
7408,8189,-12209.517509214033,-13760.789511301307,-12124.741817733546
7409,8188,-12165.809347519054,-13754.680209237351,-12073.798862759362
7410,8195,-12349.190199922843,-13772.806703491891,-12239.894929081198
7411,8193,-12321.266781057811,-13775.313061058107,-12246.019673848845
7412,8192,-12286.717044298763,-13772.565449183148,-12192.347815280262
7413,8191,-12262.031357138414,-13767.931040629614,-12184.079410926806
7414,8196,-12355.78138182548,-13770.999355356702,-12258.509642113735
7415,8190,-12236.124560336397,-13764.974157831279,-12167.62200806256
7416,8194,-12337.549233776102,-13774.579585566724,-12252.679166820999
7417,8198,-12414.57545609216,-13777.0316773446,-12325.086488592373
7418,8197,-12383.366780128596,-13772.324855766692,-12293.66840077615
7419,8199,-12458.546842634598,-13787.362535556767,-12367.132711733791
7420,8200,-12503.727209313964,-13800.140646195054,-12419.56780591892
7421,8201,-12545.670159627516,-13811.205206160519,-12455.63772375622
7422,8202,-12584.784712695748,-13822.504220850798,-12496.472292080949
7423,8204,-12665.091814161618,-13843.463055004813,-12568.852305829358
7424,8206,-12733.852995926334,-13856.923699450854,-12642.804761586922
7425,8203,-12625.547004568976,-13833.453377668848,-12526.163700965348
7426,8207,-12755.119947256448,-13860.952906394394,-12660.565080235287
7427,8208,-12788.92762008336,-13867.976337660388,-12695.886220979635
7428,8205,-12702.776531357213,-13851.011173633779,-12605.794192503725
7429,8209,-12810.783352343455,-13874.623177581481,-12713.215964838542
7430,8211,-12855.70654734907,-13884.860606300284,-12754.271249498986
7431,8212,-12877.265872800204,-13890.665363152386,-12794.58818369034
7432,8210,-12829.864852719038,-13878.221628757423,-12740.968357518173
7433,8214,-12947.104368664703,-13913.092192037526,-12868.85418445078
7434,8213,-12910.464998083702,-13901.12874745732,-12830.256117448178
7435,8215,-12972.277210589762,-13919.16072884365,-12871.35343354183
7436,8217,-13002.116053299675,-13926.976872685176,-12937.197379185942
7437,8216,-12983.745925564152,-13922.084527441402,-12904.889125654892
7438,8219,-13040.607582781216,-13936.163572456688,-12967.557808200614
7439,8218,-13029.235800643733,-13933.534705393318,-12939.570463598408
7440,8220,-13055.375733593675,-13940.251848122109,-12973.591817418102
7441,8221,-13064.268733606143,-13943.384927807463,-12982.216586699138
7442,8222,-13083.354126428441,-13949.366068866435,-12984.4816853505
7443,8223,-13107.581479617747,-13956.334170991508,-13019.772420812506
7444,8226,-13146.43868775697,-13967.506022693933,-13072.010304585354
7445,8224,-13124.300872891163,-13961.567921091291,-13046.756558047606
7446,8225,-13134.237362556752,-13965.40322125155,-13072.880937389153
7447,8230,-13135.26340244853,-13963.561682319407,-13095.599536636597
7448,8229,-13144.982543525939,-13966.515609112448,-13099.429050664054
7449,8228,-13148.991509243851,-13966.999461652222,-13092.067693222118
7450,8227,-13153.092884284502,-13968.545916016606,-13086.234956078344
7451,8231,-13135.688568256865,-13964.413507675967,-13095.899820787216
7452,8232,-13147.276239370876,-13965.9879233287,-13112.23214008789
7453,8233,-13159.315034032832,-13965.452223053508,-13114.69177841114
7454,8234,-13171.249133932335,-13965.8236033393,-13131.86903516261
7455,8235,-13175.841398374927,-13963.520045918478,-13146.902412035291
7456,8238,-13212.698570366016,-13969.918562667324,-13160.548215893557
7457,8237,-13194.909154882058,-13965.854548242134,-13145.835076832103
7458,8236,-13189.53934482523,-13965.579345428388,-13154.799547527819
7459,8242,-13225.475736942044,-13970.92147302761,-13170.772586326684
7460,8239,-13221.76365733735,-13972.55980015434,-13168.030603191059
7461,8243,-13246.076329052623,-13976.941464854619,-13186.475743749033
7462,8241,-13218.083913407132,-13969.824888583535,-13169.40798897009
7463,8240,-13226.162397486616,-13971.584535378286,-13188.7404867203
7464,8246,-13332.974734941585,-14002.801500321224,-13275.638040663443
7465,8245,-13302.071145906895,-13994.291776715709,-13259.14646395883
7466,8247,-13355.285256784275,-14009.052797560704,-13293.804735624777
7467,8244,-13278.834055873715,-13987.267057121648,-13231.580681537876
7468,8248,-13378.582585425263,-14013.493771045078,-13307.805395057645
7469,8252,-13486.159798133584,-14033.973889003944,-13439.608524996416
7470,8249,-13391.09278885934,-14015.580749154688,-13343.272865329218
7471,8251,-13448.03556406713,-14027.040434050985,-13413.231262159083
7472,8253,-13521.438620640572,-14042.295196832416,-13456.470991033173
7473,8250,-13412.699099804882,-14019.866544817338,-13371.579799852016
7474,8254,-13566.311327944659,-14051.361086882895,-13493.62247472884
7475,8255,-13607.774413945534,-14061.806035157962,-13558.463510731059
7476,8257,-13669.510734989155,-14073.703327321253,-13603.14958675786
7477,8256,-13642.707731737144,-14068.15143417022,-13571.708648346146
7478,8260,-13726.923005355882,-14081.569040104514,-13634.017410498538
7479,8258,-13694.27141485053,-14076.950382539802,-13626.498333022992
7480,8259,-13709.428605136434,-14077.463640061427,-13620.837958441796
7481,8261,-13746.886720611607,-14082.786666356058,-13660.505860049052
7482,8263,-13759.744790824196,-14079.682196214024,-13684.210567674018
7483,8265,-13763.590939465716,-14071.749225934882,-13671.610363997166
7484,8262,-13758.257542095707,-14083.512801760964,-13666.841980087183
7485,8264,-13757.189073464464,-14074.005270340493,-13674.512731214967
7486,8266,-13775.448004716962,-14069.68842899524,-13679.636310178554
7487,8267,-13794.410257703254,-14069.520452903604,-13699.340857128525
7488,8268,-13822.889792293085,-14075.196014552925,-13738.194152615468
7489,8269,-13861.827433107901,-14082.491290586215,-13767.860745028895
7490,8272,-13920.968463656607,-14085.57422655806,-13830.736085250044
7491,8271,-13907.41677410257,-14086.43255224568,-13820.026594954672
7492,8270,-13884.692340965763,-14086.066512063197,-13804.995156467496
7493,8276,-13932.348308324817,-14067.159312184605,-13843.41638749812
7494,8273,-13924.851585527038,-14082.049731794057,-13834.370100336313
7495,8277,-13931.253580059445,-14062.621008470825,-13844.645984000397
7496,8278,-13931.035404245456,-14058.126169053587,-13851.2403748764
7497,8275,-13935.504195377596,-14074.590362923778,-13848.86136706873
7498,8274,-13936.12803427424,-14079.825677587847,-13830.42500714197
7499,8280,-13935.015844190251,-14048.43089595393,-13833.899152842616
7500,8279,-13928.323444725029,-14053.555710110802,-13836.561859967956
7501,8281,-13939.220117359971,-14046.435939835086,-13818.411896840727
7502,8282,-13942.974565573784,-14046.031249309784,-13846.903382791379
7503,8286,-13945.33861588898,-14037.53842342687,-13879.185621741959
7504,8287,-13956.25243909097,-14036.191822086883,-13871.632244251414
7505,8284,-13937.225551455573,-14038.71871401585,-13853.06743553594
7506,8283,-13939.325890616998,-14042.530251141041,-13832.352745321967
7507,8285,-13945.963394858005,-14038.55658213362,-13865.914881943569
7508,8288,-13965.84308743247,-14033.152459038381,-13877.878790555646
7509,8289,-13981.138850851872,-14033.34747953375,-13878.676321901814
7510,8290,-13986.686344430764,-14034.37361329513,-13898.475491042358
7511,8292,-14019.664855706673,-14033.918111106881,-13919.828020532954
7512,8293,-14017.572481909316,-14028.046214577755,-13917.078966358504
7513,8291,-14009.335378868262,-14035.039669429008,-13920.139940714686
